,sighting,报道,citizen,officer,纬度,经度,city,nation,city_interpol,has_weapon,has_hat,has_jacket,behavior
942,2014-02-08,2014-03-09,Phillip Chen,Sonia Mcdaniel,55.8736,85.4265,Yashkino,RU,Novokuznetsk,True,False,True,hostile
943,1995-01-30,1995-02-22,Ricky Clark,Shawn Ramirez,23.49668,86.68363,Adra,IN,Kolkata,False,True,True,happy
944,1996-12-16,1996-12-24,Abigail Zhang,Michael Tate,20.88098,75.11937,Parola,IN,Kolkata,True,True,True,fleeing
945,2016-01-25,2016-02-04,Caitlyn Chapman,Patrick Stephens,33.78333,114.51667,Wacheng,CN,Shanghai,False,True,True,talkative
946,1997-06-23,1997-07-29,Kimberly Hernandez,Jeffrey Johnson,-1.6,103.61667,Jambi City,ID,Jakarta,False,True,False,confessing
947,1985-11-05,1985-12-26,Jeffrey Miller,Andrew Miranda,22.4711,88.1453,Pujali,IN,Kolkata,False,True,True,over-complimenting
948,2012-04-29,2012-04-30,Benjamin Johnson,Garrett Moore,22.75218,72.68533,Kheda,IN,Kolkata,False,True,True,insulting
949,1990-10-28,1990-11-30,Dale Smith,Edward Hernandez,35.815,139.6853,Shimotoda,JP,Tokyo,False,False,True,friendly
950,2012-07-27,2012-07-28,Joseph Mitchell,Austin Summers,23.29549,113.82465,Licheng,CN,Shanghai,True,False,True,confessing
951,2013-08-04,2013-08-16,Richard Poole,Fernando Davis,21.46527,83.97573,Sambalpur,IN,Kolkata,False,False,True,oblivious
952,2006-11-20,2006-11-27,Jordan Ingram,Susan Thomas,35.50056,117.63083,Pingyi,CN,Shanghai,False,True,True,injured
953,2002-09-02,2002-09-15,Philip Gonzales,Hannah Palmer,11.12018,76.11996,Manjeri,IN,Kolkata,False,True,True,complaining
954,2015-08-27,2015-10-13,William Brown,Joshua Curtis,56.9083,60.8019,Beryozovsky,RU,Yekaterinburg,False,True,True,over-complimenting
955,2012-11-14,2012-11-29,Fred Church,Ashley Davis,15.79408,104.1451,Yasothon,TH,Bangkok,True,True,True,tense
956,2015-02-10,2015-02-21,Joanna Pham,Sheri Chapman,16.0438,120.4861,Manaoag,PH,Manila,False,True,True,hostile
957,1998-06-25,1998-07-04,David Allison,Valerie Griffin,3.3285,99.1625,Tebingtinggi,ID,Jakarta,False,True,True,evasive
958,1996-10-21,1996-10-26,Stephen Garrison,Kristin Werner,15.58552,102.42587,Bua Yai,TH,Bangkok,False,False,True,out-of-control
959,2003-05-02,2003-05-08,Larry Martin,Robert Maxwell,16.0567,103.65309,Roi Et,TH,Bangkok,False,False,True,unhappy
960,2019-01-18,2019-03-09,Connie Conner,Kyle Thomas,56.11281,69.49015,Ishim,RU,Yekaterinburg,False,True,True,scared
961,2017-09-18,2017-11-04,Ryan Hoffman,Justin Edwards,27.55898,68.21204,Larkana,PK,Karachi,False,True,True,oblivious
962,2011-09-07,2011-09-07,Barbara Cuevas,Kenneth Stevenson,-7.73379,113.69785,Besuki,ID,Jakarta,False,True,False,out-of-control
963,2020-10-01,2020-10-26,Charles Jones,James Burnett,0.51667,101.44167,Pekanbaru,ID,Jakarta,False,True,False,paranoid
964,2004-12-11,2005-02-08,Victor Mckay,Susan Thomas,30.24706,115.04814,Huangshi,CN,Shanghai,True,True,True,unhappy
965,2018-08-15,2018-08-19,Tyler Campbell,Deborah Holden,34.4833,136.84186,Toba,JP,Tokyo,False,False,True,sad
966,2018-07-24,2018-08-14,Janice Chaney,Matthew Chavez,15.5439,73.7553,Calangute,IN,Kolkata,True,True,False,complaining
967,1998-03-26,1998-04-18,Hannah Bennett DVM,Misty Young,45.35,126.28333,Shuangcheng,CN,Shanghai,False,False,True,tense
968,2004-07-04,2004-08-08,Kari Chapman,Christopher Greer,9.3337,122.8637,Santa Catalina,PH,Manila,False,True,True,panicking
969,2003-05-07,2003-05-29,Paula Patterson,Brett Wood,30.46907,70.96699,Kot Addu,PK,Karachi,False,True,True,insulting
970,1996-04-03,1996-05-24,Dana Johnson DVM,Ms. Sheila Campbell MD,29.69221,72.54566,Hasilpur,PK,Karachi,False,False,True,hostile
971,1994-07-17,1994-08-12,Caitlin Clark,John Wright,20.88197,85.83334,Bhuban,IN,Kolkata,False,False,True,evasive
972,1987-07-31,1987-09-26,Nichole Patterson,Stephanie Mcmillan,47.46657,84.87144,Zaysan,KZ,Almaty,False,True,True,hostile
973,1988-02-03,1988-03-01,Jose Thompson,Caleb Cook,28.98002,77.70636,Meerut,IN,Kolkata,False,True,True,out-of-control
974,1988-05-25,1988-05-30,Curtis Casey,Brett Wood,-8.43333,114.33333,Muncar,ID,Jakarta,False,True,True,injured
975,2020-12-28,2021-01-11,Lindsay Huff,Megan Livingston,18.87813,72.93924,Uran,IN,Kolkata,False,True,True,worried
976,2009-05-15,2009-07-09,Andrew Smith,Kathy Meadows,36.19278,117.65694,Laiwu,CN,Shanghai,False,False,True,injured
977,2011-06-04,2011-06-05,Margaret Mahoney,Ryan Wilkinson,-8.43333,114.33333,Muncar,ID,Jakarta,False,True,True,injured
978,2017-02-09,2017-04-01,Zachary Simmons,Robert Merritt,15.72892,120.57224,Burgos,PH,Manila,False,True,False,worried
979,2003-08-08,2003-08-14,Vickie Finley,Lucas Kirk,-7.57897,112.23109,Diwek,ID,Jakarta,True,True,True,tense
980,2002-09-20,2002-09-27,Arthur Orr,Chloe Harris,14.53767,46.83187,Ataq,YE,Aden,True,True,True,worried
981,2010-06-30,2010-08-07,Benjamin Allen,Casey Wheeler,-7.81667,112.01667,Kediri,ID,Jakarta,False,True,True,over-complimenting
982,2008-02-25,2008-03-11,Daniel Gomez,Amy Gomez,36.0,139.55722,Okegawa,JP,Tokyo,False,False,True,injured
983,2020-12-07,2020-12-09,Joseph Bennett,Michael Tate,27.34089,117.4831,Shaowu,CN,Shanghai,False,True,True,insulting
984,2008-07-29,2008-09-02,William Mitchell,Jared Reid,34.65918,109.22921,Yanliang,CN,Shanghai,False,False,True,happy
985,2010-02-27,2010-04-05,Jennifer Avila,Sandra Odonnell,19.30157,72.85107,Bhayandar,IN,Kolkata,True,False,True,complaining
986,2011-07-08,2011-07-09,Ryan Woodard,Christopher Ross,25.87498,86.59611,Saharsa,IN,Kolkata,False,True,True,panicking
987,1986-09-03,1986-09-16,Deanna Garcia PhD,Tiffany Morrison,34.85,117.33333,Taozhuang,CN,Shanghai,False,True,True,lonely
988,2016-03-13,2016-03-13,Richard Walker,Sheri Chapman,33.4425,129.96972,Karatsu,JP,Tokyo,True,True,True,injured
989,2003-11-09,2003-12-13,Dawn Rodriguez,Lacey Brown,4.02219,101.02083,Teluk Intan,MY,Kuala Lumpur,False,True,True,injured
990,2013-01-20,2013-01-22,Kimberly Miles,Tiffany Bennett,34.86472,117.55417,Zaozhuang,CN,Shanghai,False,True,False,paranoid
991,2008-06-15,2008-07-21,Jacob Velez,Donald Miller,12.37169,123.62494,Masbate,PH,Manila,False,True,True,injured
992,1997-03-31,1997-05-11,Mike Smith,Samuel Cunningham,15.45144,78.14797,Betamcherla,IN,Kolkata,False,True,True,scared
993,2017-12-20,2018-01-16,Maria Delgado,Robert Arellano,18.51957,73.85535,Pune,IN,Kolkata,False,False,True,confessing
994,2005-02-02,2005-02-19,Eric Petersen,Michael Higgins,27.85,112.9,Xiangtan,CN,Shanghai,False,False,True,oblivious
995,2016-06-12,2016-07-07,Shawn Montgomery,Scott Houston,58.04254,65.27258,Tavda,RU,Yekaterinburg,False,False,False,out-of-control
996,2014-05-31,2014-07-09,Lauren Vasquez,Shelly Espinoza,37.56667,140.11667,Inawashiro,JP,Tokyo,True,False,True,injured
997,2012-02-26,2012-03-12,Trevor Howard,Terry Erickson,25.87498,86.59611,Saharsa,IN,Kolkata,False,True,True,happy
998,2013-05-02,2013-05-26,Clarence Mccoy Jr.,Jessica Conway,3.7278,98.6738,Labuhan Deli,ID,Jakarta,False,True,True,fleeing
999,1997-08-20,1997-09-12,Karen Bradley,Darren Simpson,55.75556,60.70278,Ozersk,RU,Yekaterinburg,False,False,True,friendly
1000,2007-12-19,2008-01-23,Brittany Jackson,Kendra Mercado,28.71271,77.656,Pilkhua,IN,Kolkata,False,False,True,happy
1001,2021-08-15,2021-08-25,Kimberly Jackson,Kathleen Munoz,34.25,135.31667,Iwade,JP,Tokyo,False,True,True,paranoid
1002,2014-10-07,2014-10-20,Tiffany Gutierrez,Garrett Martinez,42.64031,125.51176,Dongfeng,CN,Shanghai,False,True,True,tense
1003,2021-10-05,2021-11-24,Chelsey Ferguson,Nathaniel Jackson,23.49668,86.68363,Adra,IN,Kolkata,False,True,True,hostile
1004,2013-06-01,2013-06-20,Allen Stephenson,Michael Barron,36.21544,65.93249,Sar-e Pul,AF,Kabul,False,True,True,insulting
1005,2020-02-09,2020-04-04,Meagan Jackson,Brian Hickman,9.57046,76.32756,Kalavoor,IN,Kolkata,False,False,False,tense
1006,2005-12-11,2006-01-31,Blake Hill,Shelley Sheppard,11.00599,77.5609,Kangayam,IN,Kolkata,True,True,True,unhappy
1007,1985-12-02,1985-12-05,Veronica Contreras,Sarah Reynolds,37.65639,126.835,Goyang-si,KR,Seoul,False,False,True,evasive
1008,2019-12-05,2020-01-13,Michael Lewis,Mindy Bates,34.61667,135.6,Yao,JP,Tokyo,False,True,True,tense
1009,1999-06-01,1999-07-15,Adam Williams,James Williams,2.2139,102.3278,Kampung Ayer Molek,MY,Kuala Lumpur,False,True,True,tense
1010,1994-07-27,1994-08-13,Rhonda Brady,Latasha Norris,18.18158,76.03889,Osmanabad,IN,Kolkata,False,False,True,happy
1011,1991-10-08,1991-10-14,Elizabeth Sutton,Sandra Ramos,34.81667,137.4,Toyokawa,JP,Tokyo,False,True,True,scared
1012,1992-04-03,1992-04-25,Jennifer Moses,Cathy Durham,37.1759,128.9889,T‚Äôaebaek,KR,Seoul,False,False,True,over-complimenting
1013,1995-06-15,1995-07-31,Mason Mathis,Mary Scott,23.1959,86.51499,Kenda,IN,Kolkata,False,True,True,accusatory
1014,1986-06-09,1986-06-28,Shawn Fox,Robert Jenkins,10.12268,77.54372,Periyakulam,IN,Kolkata,False,True,True,tense
1015,1997-07-27,1997-09-05,Jason Jones,Stephen Ferguson,27.34089,117.4831,Shaowu,CN,Shanghai,False,False,True,panicking
1016,1990-04-04,1990-05-27,Jason Perez,Miranda Lester,13.65805,102.56365,Paoy Paet,KH,Phnom Penh,True,True,True,confessing
1017,2016-08-10,2016-09-30,Laurie Moody,Alexandra Jones,17.30858,97.01124,Kyaikto,MM,Yangon,False,False,True,fleeing
1018,2011-01-27,2011-02-16,Lauren Morgan,Tiffany Bennett,1.6,103.81667,Ulu Tiram,MY,Kuala Lumpur,False,True,True,friendly
1019,2001-08-09,2001-08-24,Matthew Goodwin,Nicholas Jones,36.81667,117.81667,Zhoucun,CN,Shanghai,False,False,True,evasive
1020,1996-09-15,1996-09-16,Charles Johnson,Reginald Harvey,33.4425,129.96972,Karatsu,JP,Tokyo,False,True,True,hostile
1021,1991-12-14,1992-01-15,Jamie Griffin,Kelly Drake,37.56667,140.11667,Inawashiro,JP,Tokyo,False,True,True,happy
1022,1990-04-13,1990-05-16,Sue Terrell,Shawn Ramirez,26.2649,81.54855,Jais,IN,Kolkata,False,False,True,fleeing
1023,1992-12-20,1993-02-11,Michael Allen,Jeffery Lee,17.30858,97.01124,Kyaikto,MM,Yangon,False,False,True,friendly
1024,2010-05-11,2010-06-27,Michael Gill,Christopher Baker,33.14447,47.3799,Darreh Shahr,IR,Tehran,False,False,True,oblivious
1025,2018-03-17,2018-04-10,Antonio Kennedy,Samuel Cunningham,21.53889,71.57737,Gariadhar,IN,Kolkata,False,True,True,insulting
1026,2009-03-24,2009-05-11,Lindsey Browning,Vanessa Chapman,32.05971,34.8732,Ganei Tikva,IL,Jerusalem,False,True,True,talkative
1027,2012-07-24,2012-08-21,Ashley Rivera,Timothy Maldonado,45.35,126.28333,Shuangcheng,CN,Shanghai,False,False,True,accusatory
1028,1988-03-31,1988-04-07,Angela Orozco,Elizabeth Cooper,35.95664,36.7138,Binnish,SY,Damascus,False,True,True,oblivious
1029,2016-05-25,2016-07-19,Patrick Johnston,Jerry Stephenson,24.28859,116.11768,Meizhou,CN,Shanghai,False,False,True,hostile
1030,2016-11-19,2017-01-14,Christopher Figueroa,Katelyn Cook,27.34089,117.4831,Shaowu,CN,Shanghai,False,False,True,complaining
1031,2002-05-29,2002-07-03,Cassandra Bell,Elizabeth Cooper,31.39547,34.75699,Rahat,IL,Jerusalem,False,True,True,talkative
1032,1985-06-15,1985-07-23,Wendy Hanson,Sandra Ramos,38.45598,48.87498,Astara,AZ,Baku,False,True,False,unhappy
1033,2013-05-27,2013-06-05,Henry Johnston,Melissa Meyers,3.3285,99.1625,Tebingtinggi,ID,Jakarta,False,False,True,panicking
1034,1988-12-10,1989-01-16,John Martinez,Lindsey Hoover,36.75965,137.36215,Namerikawa,JP,Tokyo,False,True,True,happy
1035,2021-06-29,2021-07-13,Jonathan Ward,Nicholas Powell,6.84019,79.87116,Dehiwala-Mount Lavinia,LK,Colombo,False,True,True,hostile
1036,2020-03-15,2020-04-22,Jennifer Park,Jane Hall,2.2139,102.3278,Kampung Ayer Molek,MY,Kuala Lumpur,True,True,True,tense
1037,2001-11-29,2001-12-01,Rebecca Richardson,Jacob Santiago,25.75728,75.37991,Deoli,IN,Kolkata,False,True,True,happy
1038,2020-01-26,2020-02-07,Timothy Walker,Melinda Soto,-1.26424,104.09701,Simpang,ID,Jakarta,False,True,True,paranoid
1039,1997-04-11,1997-04-26,Katelyn Gomez,Garrett Martinez,5.4709,100.24529,Batu Feringgi,MY,Kuala Lumpur,True,True,True,worried
1040,2014-08-30,2014-10-07,Mary Richardson,Melinda Evans,35.50056,117.63083,Pingyi,CN,Shanghai,False,False,True,sad
1041,1986-08-19,1986-10-15,Christopher Ryan,Dawn Simmons,0.51667,101.44167,Pekanbaru,ID,Jakarta,False,True,True,confessing
1042,2019-05-11,2019-06-04,Todd Sanchez,Jamie Martin,6.95194,121.96361,Recodo,PH,Manila,False,True,True,oblivious
1043,2002-01-19,2002-03-12,Nicholas Kelley,Emily Ruiz,3.3285,99.1625,Tebingtinggi,ID,Jakarta,False,False,True,evasive
1044,2014-04-26,2014-06-07,Carol Hogan,Robert Maxwell,37.56667,140.11667,Inawashiro,JP,Tokyo,False,False,True,talkative
1045,2021-09-01,2021-10-15,William Alvarez,Michelle Jarvis,41.82143,41.77921,Kobuleti,GE,Tbilisi,True,True,True,hostile
1046,2018-06-30,2018-08-04,Melissa Pratt,James Bryant,27.92333,118.53333,Pucheng,CN,Shanghai,True,False,True,lonely
1047,1992-08-26,1992-10-03,Tracy Beck,Michael Mercer,22.19303,88.18466,Diamond Harbour,IN,Kolkata,True,True,True,lonely
1048,2014-07-09,2014-09-04,Mary Bradshaw,Veronica Richards,58.7002,59.4839,Kachkanar,RU,Yekaterinburg,False,False,True,over-complimenting
1049,2017-06-18,2017-07-29,Jennifer Hooper,Kelly Lindsey,-7.54972,110.71639,Ngemplak,ID,Jakarta,False,True,True,paranoid
1050,2017-01-16,2017-01-16,Gregory Robinson,Erin Ray,42.64031,125.51176,Dongfeng,CN,Shanghai,False,False,True,silent
1051,2007-09-19,2007-10-17,Stacy Ramirez,Evan Perkins,29.21399,78.95693,Kashipur,IN,Kolkata,False,True,True,insulting
1052,2016-10-12,2016-10-18,Manuel Brennan,David Zamora,35.815,139.6853,Shimotoda,JP,Tokyo,True,False,True,insulting
1053,2011-06-05,2011-07-24,Kevin Bender,Sarah Brown,10.31672,123.89071,Cebu City,PH,Manila,False,True,True,evasive
1054,1999-01-31,1999-03-27,Kaitlyn Hodges,Lisa Sweeney,55.75556,60.70278,Ozersk,RU,Yekaterinburg,False,True,True,complaining
1055,2016-03-07,2016-03-26,Heidi White,Emily Johns,18.18158,76.03889,Osmanabad,IN,Kolkata,False,False,True,hostile
1056,2020-07-02,2020-08-28,Robert Anderson,Denise Davis,12.25282,79.41727,Gingee,IN,Kolkata,False,False,True,complaining
1057,1993-08-23,1993-09-20,Vanessa Wilson,Nicole Adams,-8.99167,125.21972,Maliana,TL,Dili,False,True,True,complaining
1058,2007-12-10,2007-12-24,Joseph Lam,Jessica Joseph,11.12018,76.11996,Manjeri,IN,Kolkata,False,False,True,unhappy
1059,2007-10-19,2007-11-01,Chad Walker,Rachel Barnes,6.9909,79.883,Hendala,LK,Colombo,False,False,False,paranoid
1060,1994-08-09,1994-09-13,Sarah Anderson,Anna Flores,32.54278,111.50861,Danjiangkou,CN,Shanghai,False,True,True,fleeing
1061,1991-11-21,1991-12-17,Kevin Wells,Sarah Peters,39.46667,141.95,Yamada,JP,Tokyo,False,False,True,tense
1062,2012-02-01,2012-02-27,Denise Thomas,William Zuniga,55.54028,89.20083,Sharypovo,RU,Krasnoyarsk,False,False,True,paranoid
1063,1994-09-15,1994-10-20,Laurie Navarro,Paul Rogers,20.88098,75.11937,Parola,IN,Kolkata,True,True,True,tense
1064,1987-03-01,1987-04-23,Kylie Hampton,Kerri Clay,26.76628,83.36889,Gorakhpur,IN,Kolkata,False,True,True,complaining
1065,2020-12-19,2021-01-27,Megan Alvarez,Michael Barron,26.11527,86.59509,Supaul,IN,Kolkata,True,True,True,friendly
1066,1986-10-21,1986-12-10,Joseph Bird,Jeremy Mccullough,34.4833,136.84186,Toba,JP,Tokyo,False,False,True,insulting
1067,2014-07-11,2014-08-25,Troy Le,Alexa Flores,25.66795,85.83636,Dalsingh Sarai,IN,Kolkata,False,True,True,paranoid
1068,1987-11-11,1988-01-04,Christopher Madden,Chad Graham,-8.43333,114.33333,Muncar,ID,Jakarta,False,True,True,tense
1069,2021-03-23,2021-04-09,Charles Simmons,Karen Weber,10.20898,123.758,Naga,PH,Manila,False,False,True,accusatory
1070,2004-07-09,2004-07-21,Harry Nash,Adam Smith,10.58806,77.24779,Udumalaippettai,IN,Kolkata,False,True,True,silent
1071,2018-11-13,2018-12-01,Ricardo Baker,Victor Tapia,15.58552,102.42587,Bua Yai,TH,Bangkok,True,False,True,paranoid
1072,2013-02-22,2013-03-22,Stephen Anderson,Paul Garner,29.21399,78.95693,Kashipur,IN,Kolkata,False,True,True,accusatory
1073,1987-05-29,1987-07-08,Lisa Terrell,Tiffany Morrison,22.19303,88.18466,Diamond Harbour,IN,Kolkata,False,True,True,paranoid
1074,2002-07-21,2002-08-23,Lisa Nelson,Dr. John Webb DVM,19.30157,72.85107,Bhayandar,IN,Kolkata,False,True,True,talkative
1075,1997-05-22,1997-07-06,Richard Blake,Gregory Hanson,23.18,88.58,Aistala,IN,Kolkata,False,False,True,unhappy
1076,2003-06-25,2003-07-16,Jessica Perez,Jacob Carlson,45.75279,130.57211,Boli,CN,Shanghai,False,False,True,happy
1077,1997-03-12,1997-03-12,Laurie Ruiz,Misty Young,-6.48167,106.85417,Cibinong,ID,Jakarta,False,True,True,worried
1078,2000-03-28,2000-05-06,Savannah Garza,Brandy Mendez,53.14657,140.72287,Nikolayevsk-on-Amure,RU,Vladivostok,False,False,True,tense
1079,2009-09-18,2009-11-15,Shannon Hunt,Eugene Brown,43.82634,144.09638,Motomachi,JP,Tokyo,False,False,False,injured
1080,1986-09-02,1986-10-13,Melissa Young MD,Mark Ferguson,31.78336,35.23388,East Jerusalem,PS,Hebron,True,True,True,happy
1081,2019-12-08,2020-01-08,Amy Thomas,John Barr,42.64031,125.51176,Dongfeng,CN,Shanghai,False,True,True,lonely
1082,2004-01-28,2004-03-18,Jennifer Garza,Lisa Sweeney,47.83333,59.6,Shalqar,KZ,Aqtobe,False,False,False,paranoid
1083,2003-12-24,2004-01-30,Cynthia Martin,Mr. Frederick Bryant,27.92333,118.53333,Pucheng,CN,Shanghai,False,False,True,injured
1084,1996-07-15,1996-09-10,Taylor Novak,Jerry Collins,23.49668,86.68363,Adra,IN,Kolkata,False,True,True,lonely
1085,1995-10-22,1995-11-26,Erin Price,Michael Mueller,41.09822,120.74792,Nanpiao,CN,Shanghai,True,True,False,silent
1086,1998-03-15,1998-04-28,Miranda Stevens,Robert Baird,58.7002,59.4839,Kachkanar,RU,Yekaterinburg,False,True,True,confessing
1087,2012-03-02,2012-04-19,Ryan Conner,Theresa Patterson,10.7375,122.9666,Talisay,PH,Manila,False,False,True,talkative
1088,2014-06-23,2014-07-02,Amy Mack,Kim Dyer,31.82539,72.54064,Sillanwali,PK,Karachi,False,True,True,confessing
1089,1997-12-18,1998-01-15,Angela Deleon,Linda Finley,40.93333,73.0,Jalal-Abad,KG,Bishkek,False,True,True,insulting
1090,2013-11-05,2014-01-03,Justin Cherry,Brittany Burnett,35.64889,117.27583,Sishui,CN,Shanghai,False,True,True,fleeing
1091,1989-01-01,1989-01-27,James Smith,Glen Walker,34.75856,136.13108,Ueno-ebisumachi,JP,Tokyo,False,True,True,scared
1092,1988-02-05,1988-03-02,Patricia Cordova,Emily Mccoy,35.48199,137.02166,Minokamo,JP,Tokyo,False,False,True,accusatory
1093,1990-01-26,1990-02-04,David Harper,Jeanne Green,17.30858,97.01124,Kyaikto,MM,Yangon,False,True,False,happy
1094,1988-07-16,1988-09-06,Daniel Young,Scott Houston,34.61667,135.6,Yao,JP,Tokyo,False,True,True,out-of-control
1095,1991-04-27,1991-06-04,Sergio Ramirez,Shelley Richardson,41.27194,123.17306,Liaoyang,CN,Shanghai,False,True,True,scared
1096,2008-11-11,2008-12-22,Tiffany Mora,Reginald Harvey,20.88098,75.11937,Parola,IN,Kolkata,True,True,True,worried
1097,2015-01-18,2015-02-22,Tiffany Nichols,Michael Woods,29.98869,122.20488,Zhoushan,CN,Shanghai,True,False,True,happy
1098,2008-07-19,2008-08-30,Mackenzie Campbell,Kathleen Munoz,26.11527,86.59509,Supaul,IN,Kolkata,False,True,True,oblivious
1099,2015-11-26,2015-12-26,Andrew Lopez,Melinda Evans,4.02219,101.02083,Teluk Intan,MY,Kuala Lumpur,False,True,True,paranoid
1100,1998-03-21,1998-04-05,Randy Smith,John Wright,32.87533,71.57118,Daud Khel,PK,Karachi,False,True,True,accusatory
1101,1993-08-15,1993-08-23,Emma Evans,Candice Johnson,23.9028,89.11943,Kushtia,BD,Dhaka,False,True,True,scared
1102,1997-04-07,1997-05-28,Laura Reed,Chloe Harris,36.20389,127.08472,Nonsan,KR,Seoul,False,True,True,friendly
1103,1995-10-16,1995-12-05,Karen Richardson,Kelly Drake,32.50611,120.14278,Jiangyan,CN,Shanghai,False,True,True,worried
1104,2003-07-19,2003-08-08,Joyce Stevens,Nicholas Rowe,45.47885,133.42825,Lesozavodsk,RU,Vladivostok,False,True,True,silent
1105,1991-11-11,1991-12-23,Donald Washington,Mary Weaver,3.7278,98.6738,Labuhan Deli,ID,Jakarta,False,True,True,paranoid
1106,1990-01-27,1990-02-12,John Mendoza,Robert Baird,10.29085,105.75635,Sa Dec,VN,Ho Chi Minh,False,False,True,complaining
1107,2008-05-31,2008-06-18,Shelly Guerra MD,Linda Finley,25.80565,68.49143,Bhit Shah,PK,Karachi,False,True,True,happy
1108,1996-11-28,1997-01-13,Terry Brown,Daniel Brown,-1.6,103.61667,Jambi City,ID,Jakarta,False,False,True,friendly
1109,2003-11-16,2003-12-03,Bill Brown,Elizabeth Cooper,26.32293,91.00632,Barpeta,IN,Kolkata,False,False,True,out-of-control
1110,2013-02-05,2013-03-17,Donald Peterson,Jacob Santiago,20.88197,85.83334,Bhuban,IN,Kolkata,False,True,True,injured
1111,1996-08-26,1996-09-25,Jason Wright,Samuel Cunningham,22.10194,85.37752,Barbil,IN,Kolkata,False,False,True,sad
1112,2013-03-29,2013-05-19,Derek Williams,Cristina Reynolds,10.12268,77.54372,Periyakulam,IN,Kolkata,False,True,True,worried
1113,1987-01-21,1987-02-09,Charles Santiago,Sherry Aguilar,34.81667,137.4,Toyokawa,JP,Tokyo,False,True,True,tense
1114,1995-07-27,1995-08-01,Devon Decker,Lucas Kirk,34.61667,135.6,Yao,JP,Tokyo,False,True,True,oblivious
1115,2002-08-24,2002-09-11,Amber Fowler,Timothy Davis,14.95472,120.89694,Baliuag,PH,Manila,False,True,True,accusatory
1116,1999-12-08,2000-02-01,Peter Scott,Amanda Brown,39.46667,141.95,Yamada,JP,Tokyo,False,False,True,over-complimenting
1117,1998-01-27,1998-02-24,Donna Hoffman,Jeremy Moran,24.28859,116.11768,Meizhou,CN,Shanghai,False,False,True,out-of-control
1118,2006-07-22,2006-08-28,Linda Clark,Jeffrey Bush,21.59983,71.21169,Amreli,IN,Kolkata,True,True,True,happy
